web_scraper_order,web_scraper_start_url,name,slogan,link,website,About,founder_name,founders_linkedIn,Job,job_name,salary
1766065227-36,https://www.ycombinator.com/companies?batch=Fall%202025&batch=Summer%202025&isHiring=true,Vulcan Technologies,AI regulatory drafting and compliance,https://www.ycombinator.com/companies/vulcan-technologies,https://www.vulcan-tech.com/,"Vulcan uses AI to map every law, regulation, and court case in America, allowing government agencies and businesses to replace massive consulting projects with instant automated analyses. We call this ""intelligent legal cartography.""

In 3 months, we went from zero customers to Virginia's Executive Order 51, requiring all state agencies to use Vulcan. We are now live with the U.S. Department of Education, a regulatory reform PAC in South Carolina, and have a pipeline of several additional state and federal agencies and major enterprises.

Our initial agency partners use legal cartography to draft lawful regulations, respond to public comments on regulations, and instantly generate mandatory cost-benefit analyses.

We have both public and private sector visions. In the public sector: we endeavor to automate the entire regulatory process end-to-end; replacing the consulting industrial complex with software. In the private sector: we plan to automate regulatory compliance, tackling the $4 trillion regulatory cost on the U.S. economy.",Chris Minge,https://www.linkedin.com/in/chrisminge,https://www.ycombinator.com/companies/vulcan-technologies/jobs,,
1766065232-37,https://www.ycombinator.com/companies?batch=Fall%202025&batch=Summer%202025&isHiring=true,NOSO LABS,Build AI agents for field technicians to diagnose and sell 10x better,https://www.ycombinator.com/companies/noso-labs,https://noso.so/,"In the home services industry, field technicians are expected to handle three key tasks: diagnosing issues, making sales, and completing paperwork. It's rare to find individuals who excel at all three. We build AI agents to support technicians by improving diagnostic accuracy and helping them capture sales opportunities.",Winston Chi,https://www.linkedin.com/in/lwchi/,https://www.ycombinator.com/companies/noso-labs/jobs,,
1766065236-38,https://www.ycombinator.com/companies?batch=Fall%202025&batch=Summer%202025&isHiring=true,NOSO LABS,Build AI agents for field technicians to diagnose and sell 10x better,https://www.ycombinator.com/companies/noso-labs,https://noso.so/,"In the home services industry, field technicians are expected to handle three key tasks: diagnosing issues, making sales, and completing paperwork. It's rare to find individuals who excel at all three. We build AI agents to support technicians by improving diagnostic accuracy and helping them capture sales opportunities.",Alex Xi,,https://www.ycombinator.com/companies/noso-labs/jobs,Founding Engineer,$120K - $200K
1766065245-39,https://www.ycombinator.com/companies?batch=Fall%202025&batch=Summer%202025&isHiring=true,burnt,Agentic Operating System for Food Supply Chain,https://www.ycombinator.com/companies/burnt,https://getburnt.ai/,"Food Supply Chain companies have been using legacy ERPs for decades. Everyone knows these are necessary evils that essentially run the business but take up a lot of operational capacity. They are not about to just rip and replace their existing system that runs their whole business with a system that takes years to implement. Imagine if they could implement AI that runs the ERP for them, in weeks?

Burnt’s building an agentic OS for the Food Supply Chain with AI Agents for each department. 

Our AI Agent, Ozai, has started by replacing the whole order management job function at food distribution companies, so that sales and customer service teams can focus on what matters - the customer. Ozai monitors all incoming messages (emails, phone calls, voicemails, whatsapp, fax etc.), figures out if it's an order, learns each customer's habits, shorthand, and favorite products, picks up on any prep notes, and enters it straight into the existing ERP. It'll even go back to the customers on your behalf when it's not sure about something, clarify things and carry on working. 

The more it sees, the smarter it gets.",Joseph Jacob,https://x.com/Joseph_Jacob13,https://www.ycombinator.com/companies/burnt/jobs,,
1766065245-40,https://www.ycombinator.com/companies?batch=Fall%202025&batch=Summer%202025&isHiring=true,burnt,Agentic Operating System for Food Supply Chain,https://www.ycombinator.com/companies/burnt,https://getburnt.ai/,"Food Supply Chain companies have been using legacy ERPs for decades. Everyone knows these are necessary evils that essentially run the business but take up a lot of operational capacity. They are not about to just rip and replace their existing system that runs their whole business with a system that takes years to implement. Imagine if they could implement AI that runs the ERP for them, in weeks?

Burnt’s building an agentic OS for the Food Supply Chain with AI Agents for each department. 

Our AI Agent, Ozai, has started by replacing the whole order management job function at food distribution companies, so that sales and customer service teams can focus on what matters - the customer. Ozai monitors all incoming messages (emails, phone calls, voicemails, whatsapp, fax etc.), figures out if it's an order, learns each customer's habits, shorthand, and favorite products, picks up on any prep notes, and enters it straight into the existing ERP. It'll even go back to the customers on your behalf when it's not sure about something, clarify things and carry on working. 

The more it sees, the smarter it gets.",Rhea Karimpanal,https://x.com/RheaKarimpanal,https://www.ycombinator.com/companies/burnt/jobs,,
1766065245-41,https://www.ycombinator.com/companies?batch=Fall%202025&batch=Summer%202025&isHiring=true,burnt,Agentic Operating System for Food Supply Chain,https://www.ycombinator.com/companies/burnt,https://getburnt.ai/,"Food Supply Chain companies have been using legacy ERPs for decades. Everyone knows these are necessary evils that essentially run the business but take up a lot of operational capacity. They are not about to just rip and replace their existing system that runs their whole business with a system that takes years to implement. Imagine if they could implement AI that runs the ERP for them, in weeks?

Burnt’s building an agentic OS for the Food Supply Chain with AI Agents for each department. 

Our AI Agent, Ozai, has started by replacing the whole order management job function at food distribution companies, so that sales and customer service teams can focus on what matters - the customer. Ozai monitors all incoming messages (emails, phone calls, voicemails, whatsapp, fax etc.), figures out if it's an order, learns each customer's habits, shorthand, and favorite products, picks up on any prep notes, and enters it straight into the existing ERP. It'll even go back to the customers on your behalf when it's not sure about something, clarify things and carry on working. 

The more it sees, the smarter it gets.",Chandru Shanumugasundaram,https://x.com/tweetchanshan,https://www.ycombinator.com/companies/burnt/jobs,,
1766065249-42,https://www.ycombinator.com/companies?batch=Fall%202025&batch=Summer%202025&isHiring=true,Luminal,Making AI run fast on any hardware.,https://www.ycombinator.com/companies/luminal,https://luminal.com/,"Luminal builds an ML framework and compiler that generates GPU code.
Our stack 10x's model speed while simplifying deployment and cutting idle GPU costs

Github: https://github.com/luminal-ai/luminal
Discord: https://discord.gg/APjuwHAbGy",Joe Fioti,https://x.com/joefioti,https://www.ycombinator.com/companies/luminal/jobs,,
1766065249-43,https://www.ycombinator.com/companies?batch=Fall%202025&batch=Summer%202025&isHiring=true,Luminal,Making AI run fast on any hardware.,https://www.ycombinator.com/companies/luminal,https://luminal.com/,"Luminal builds an ML framework and compiler that generates GPU code.
Our stack 10x's model speed while simplifying deployment and cutting idle GPU costs

Github: https://github.com/luminal-ai/luminal
Discord: https://discord.gg/APjuwHAbGy",Matthew Gunton,https://x.com/matthewjgunton,https://www.ycombinator.com/companies/luminal/jobs,,
1766065249-44,https://www.ycombinator.com/companies?batch=Fall%202025&batch=Summer%202025&isHiring=true,Luminal,Making AI run fast on any hardware.,https://www.ycombinator.com/companies/luminal,https://luminal.com/,"Luminal builds an ML framework and compiler that generates GPU code.
Our stack 10x's model speed while simplifying deployment and cutting idle GPU costs

Github: https://github.com/luminal-ai/luminal
Discord: https://discord.gg/APjuwHAbGy",Jake Stevens,https://x.com/stake_jevens,https://www.ycombinator.com/companies/luminal/jobs,,
1766065259-45,https://www.ycombinator.com/companies?batch=Fall%202025&batch=Summer%202025&isHiring=true,Digipals,The future of Social in the age of AI,https://www.ycombinator.com/companies/digipals,https://www.digipals.app/,"Social networks are dead. Social media became more media than social. My friends aren't on social media anymore - it's one third ads, one third content from strangers, and one third AI slop. Our social lives are fragmented across dozens of different apps - iMessage, WhatsApp, Find My, Partiful, and Venmo. 

Digipals is the first AI-native social operating system that improves our relationships with friends. We built ambient AI agents that use social context from our location, calendar, and photos to take action and write code in our group chats. We are the last social platform anyone will ever need.

Launch Video
https://youtu.be/KW2tjLl6sxM",Peggy Wang,https://twitter.com/peggy_wang,https://www.ycombinator.com/companies/digipals/jobs,,
1766065259-46,https://www.ycombinator.com/companies?batch=Fall%202025&batch=Summer%202025&isHiring=true,Digipals,The future of Social in the age of AI,https://www.ycombinator.com/companies/digipals,https://www.digipals.app/,"Social networks are dead. Social media became more media than social. My friends aren't on social media anymore - it's one third ads, one third content from strangers, and one third AI slop. Our social lives are fragmented across dozens of different apps - iMessage, WhatsApp, Find My, Partiful, and Venmo. 

Digipals is the first AI-native social operating system that improves our relationships with friends. We built ambient AI agents that use social context from our location, calendar, and photos to take action and write code in our group chats. We are the last social platform anyone will ever need.

Launch Video
https://youtu.be/KW2tjLl6sxM",Mathew Matakovic,https://x.com/GoalieSave25,https://www.ycombinator.com/companies/digipals/jobs,,
1766065266-47,https://www.ycombinator.com/companies?batch=Fall%202025&batch=Summer%202025&isHiring=true,Nox Metals,"The modern factory for fast, low-cost metals.",https://www.ycombinator.com/companies/nox-metals,https://noxmetals.co/,"Nox Metals is building the fastest metals processing factories in North America. Our software runs quoting, scheduling, and operations to streamline production and reduce cost. We supply America's industrial base with custom-cut material at unmatched speed and efficiency.",Zane Hengsperger,https://x.com/zanehengsperger,https://www.ycombinator.com/companies/nox-metals/jobs,,
1766065270-48,https://www.ycombinator.com/companies?batch=Fall%202025&batch=Summer%202025&isHiring=true,F2,The AI platform for private markets investors,https://www.ycombinator.com/companies/f2,http://f2.ai/,"F2 is the AI platform for private markets investors. Purpose-built for private credit, private equity, and commercial banking, F2 accelerates diligence, underwriting, and portfolio monitoring, helping teams evaluate deals over 60% faster. 

F2 turns unstructured deal data into investment-grade analysis and polished memos in minutes. Unlike general-purpose AI, F2 is built with the domain expertise and depth to handle the most complex financial analysis. Already trusted across thousands of deals, F2 makes collaboration easy and retains historical context, so past work compounds into future wins. 

Headquartered in New York City, F2 is backed by leading investors including NFX, Left Lane Capital, and Y Combinator.",Don Muir,https://www.linkedin.com/in/don-muir,https://www.ycombinator.com/companies/f2/jobs,,
1766065273-49,https://www.ycombinator.com/companies?batch=Fall%202025&batch=Summer%202025&isHiring=true,Uplane,Replace marketing agencies with AI,https://www.ycombinator.com/companies/uplane,https://uplane.com/,"Uplane replaces marketing agencies with AI. We generate hundreds of ads with matching landing pages and steer the ad spend across channels like Meta, Google, LinkedIn and others. By connecting to CRM and ERP data, Uplane learns what drives profits and continuously improves campaigns.

Companies waste billions on bad ads, mismatched landing pages, and poor budget allocation. Uplane fixes this by replacing a patchwork of agencies, spreadsheets, and siloed tools with one self-improving system. The result: Higher ROAS for enterprises and effortless, expert-level marketing for SMBs.",Julius Körfgen,https://www.linkedin.com/in/julius-koerfgen/,https://www.ycombinator.com/companies/uplane/jobs,,
1766065273-50,https://www.ycombinator.com/companies?batch=Fall%202025&batch=Summer%202025&isHiring=true,Uplane,Replace marketing agencies with AI,https://www.ycombinator.com/companies/uplane,https://uplane.com/,"Uplane replaces marketing agencies with AI. We generate hundreds of ads with matching landing pages and steer the ad spend across channels like Meta, Google, LinkedIn and others. By connecting to CRM and ERP data, Uplane learns what drives profits and continuously improves campaigns.

Companies waste billions on bad ads, mismatched landing pages, and poor budget allocation. Uplane fixes this by replacing a patchwork of agencies, spreadsheets, and siloed tools with one self-improving system. The result: Higher ROAS for enterprises and effortless, expert-level marketing for SMBs.",Marvin Abdel-Massih,https://www.linkedin.com/in/marvinabdel-massih/,https://www.ycombinator.com/companies/uplane/jobs,,
1766065273-51,https://www.ycombinator.com/companies?batch=Fall%202025&batch=Summer%202025&isHiring=true,Uplane,Replace marketing agencies with AI,https://www.ycombinator.com/companies/uplane,https://uplane.com/,"Uplane replaces marketing agencies with AI. We generate hundreds of ads with matching landing pages and steer the ad spend across channels like Meta, Google, LinkedIn and others. By connecting to CRM and ERP data, Uplane learns what drives profits and continuously improves campaigns.

Companies waste billions on bad ads, mismatched landing pages, and poor budget allocation. Uplane fixes this by replacing a patchwork of agencies, spreadsheets, and siloed tools with one self-improving system. The result: Higher ROAS for enterprises and effortless, expert-level marketing for SMBs.",Lukas Vollmer,https://www.linkedin.com/in/lukasvollmer/,https://www.ycombinator.com/companies/uplane/jobs,,
1766065278-52,https://www.ycombinator.com/companies?batch=Fall%202025&batch=Summer%202025&isHiring=true,Structured AI,AI workforce for Construction Engineering,https://www.ycombinator.com/companies/structured-ai,https://www.getstructured.ai/,"Structured AI is building the AI workforce for construction design engineering, starting with AI agents that perform quality control on technical documents and drawings. Our agents learn your standards, apply the right building codes, and automatically review your drawings, so you see fewer clashes, fewer inconsistencies, and fewer costly RFIs and change orders.

⚙️ Automates QA/QC across mechanical, electrical, structural and more
🧩 Used by multi-disciplinary design firms to deliver projects faster with less risk
🚀 Mission: Free engineers to focus on creative design, not repetitive admin",Raymond Zhao,https://x.com/stingrayzz22,https://www.ycombinator.com/companies/structured-ai/jobs,,
1766065278-53,https://www.ycombinator.com/companies?batch=Fall%202025&batch=Summer%202025&isHiring=true,Structured AI,AI workforce for Construction Engineering,https://www.ycombinator.com/companies/structured-ai,https://www.getstructured.ai/,"Structured AI is building the AI workforce for construction design engineering, starting with AI agents that perform quality control on technical documents and drawings. Our agents learn your standards, apply the right building codes, and automatically review your drawings, so you see fewer clashes, fewer inconsistencies, and fewer costly RFIs and change orders.

⚙️ Automates QA/QC across mechanical, electrical, structural and more
🧩 Used by multi-disciplinary design firms to deliver projects faster with less risk
🚀 Mission: Free engineers to focus on creative design, not repetitive admin",Issy Greenslade,https://x.com/Green181024,https://www.ycombinator.com/companies/structured-ai/jobs,,
1766065278-54,https://www.ycombinator.com/companies?batch=Fall%202025&batch=Summer%202025&isHiring=true,Structured AI,AI workforce for Construction Engineering,https://www.ycombinator.com/companies/structured-ai,https://www.getstructured.ai/,"Structured AI is building the AI workforce for construction design engineering, starting with AI agents that perform quality control on technical documents and drawings. Our agents learn your standards, apply the right building codes, and automatically review your drawings, so you see fewer clashes, fewer inconsistencies, and fewer costly RFIs and change orders.

⚙️ Automates QA/QC across mechanical, electrical, structural and more
🧩 Used by multi-disciplinary design firms to deliver projects faster with less risk
🚀 Mission: Free engineers to focus on creative design, not repetitive admin",Brandon Abreu Smith,https://x.com/brandonstarxel,https://www.ycombinator.com/companies/structured-ai/jobs,,
1766065291-55,https://www.ycombinator.com/companies?batch=Fall%202025&batch=Summer%202025&isHiring=true,Bolna AI,Voice AI to enable India's next billion,https://www.ycombinator.com/companies/bolna-ai,https://bolna.ai/,"Bolna handles the complexity of voice infra, so enterprises can automate calls faster, better, and cheaper, at scale

Bolna is a Voice AI Orchestration platform purpose-built for Indian enterprises.
Businesses in India run tens of thousands of calls every day - across sales, support, collections, recruitment, and more. Bolna gives them the power to build and deploy Voice AI Agents directly from their transcripts and FAQs, so they can start automating calls immediately.

With Bolna, enterprises get:

1. Full control over agent intelligence, tone, and workflows
2. Cost efficiency at scale with smart routing across providers and price points
3. Enterprise-grade performance on latency, interruptions, multi-language, and multi-accent understanding",Prateek Sachan,https://x.com/xan_ps,https://www.ycombinator.com/companies/bolna-ai/jobs,,
1766065291-56,https://www.ycombinator.com/companies?batch=Fall%202025&batch=Summer%202025&isHiring=true,Bolna AI,Voice AI to enable India's next billion,https://www.ycombinator.com/companies/bolna-ai,https://bolna.ai/,"Bolna handles the complexity of voice infra, so enterprises can automate calls faster, better, and cheaper, at scale

Bolna is a Voice AI Orchestration platform purpose-built for Indian enterprises.
Businesses in India run tens of thousands of calls every day - across sales, support, collections, recruitment, and more. Bolna gives them the power to build and deploy Voice AI Agents directly from their transcripts and FAQs, so they can start automating calls immediately.

With Bolna, enterprises get:

1. Full control over agent intelligence, tone, and workflows
2. Cost efficiency at scale with smart routing across providers and price points
3. Enterprise-grade performance on latency, interruptions, multi-language, and multi-accent understanding",Maitreya Wagh,https://x.com/maitreya_wagh,https://www.ycombinator.com/companies/bolna-ai/jobs,,
1766065310-57,https://www.ycombinator.com/companies?batch=Fall%202025&batch=Summer%202025&isHiring=true,Wardstone,Satellites for Missile Defense,https://www.ycombinator.com/companies/wardstone,https://www.wardstone.space/,"Wardstone is a space defense-tech company developing next-generation capabilities to protect the United States and its allies from missiles and other space-based threats. We design, build, and deploy satellites equipped with space-based interceptors to kinetically counter hypersonic and ballistic missiles.",Sebastian Fischer,https://www.linkedin.com/in/sebastian-fischer-71ba9658/,https://www.ycombinator.com/companies/wardstone/jobs,,
1766065310-58,https://www.ycombinator.com/companies?batch=Fall%202025&batch=Summer%202025&isHiring=true,Wardstone,Satellites for Missile Defense,https://www.ycombinator.com/companies/wardstone,https://www.wardstone.space/,"Wardstone is a space defense-tech company developing next-generation capabilities to protect the United States and its allies from missiles and other space-based threats. We design, build, and deploy satellites equipped with space-based interceptors to kinetically counter hypersonic and ballistic missiles.",Tobias Fischer,https://www.linkedin.com/in/tobifischer,https://www.ycombinator.com/companies/wardstone/jobs,,
1766065317-59,https://www.ycombinator.com/companies?batch=Fall%202025&batch=Summer%202025&isHiring=true,Flick,"Figma + Cursor, for AI Filmmaking",https://www.ycombinator.com/companies/flick,https://flick.art/,"Flick is an AI filmmaking software that lets people create Hollywood-level short films completely using AI end-to-end.

There are many AI tools that can give you 8-second casual clips to post on social media, but when it comes to creating truly high-quality films with coherent storylines, consistent characters, and cinematic aesthetics, they don’t come close due to their lack of flexibility, creative control, and fragmented creative flow.

Founded by an award-winning filmmaker and a founding engineer at Instagram, Flick defines an interface specifically designed for native AI filmmaking that feels natural and enables end-to-end creative flows. Think of Flick as Figma for AI filmmaking.

There are 4 complete AI short films created using Flick that got 20+ awards in international film festivals already and our early creator residency community are generating several AI short films every week.

We are also building a community where we produce our own AI films as well as collaborating with other well-known filmmakers to share their “behind-the-scenes” workflows as resuable templates to inspire users in our community. We not only build product, we also build world-class content.

The whole film industry will be revolutionized by AI and our goal is to be “the product” that defines this category.",Ray Wang,https://x.com/RuiCromwell,https://www.ycombinator.com/companies/flick/jobs,,
1766065317-60,https://www.ycombinator.com/companies?batch=Fall%202025&batch=Summer%202025&isHiring=true,Flick,"Figma + Cursor, for AI Filmmaking",https://www.ycombinator.com/companies/flick,https://flick.art/,"Flick is an AI filmmaking software that lets people create Hollywood-level short films completely using AI end-to-end.

There are many AI tools that can give you 8-second casual clips to post on social media, but when it comes to creating truly high-quality films with coherent storylines, consistent characters, and cinematic aesthetics, they don’t come close due to their lack of flexibility, creative control, and fragmented creative flow.

Founded by an award-winning filmmaker and a founding engineer at Instagram, Flick defines an interface specifically designed for native AI filmmaking that feels natural and enables end-to-end creative flows. Think of Flick as Figma for AI filmmaking.

There are 4 complete AI short films created using Flick that got 20+ awards in international film festivals already and our early creator residency community are generating several AI short films every week.

We are also building a community where we produce our own AI films as well as collaborating with other well-known filmmakers to share their “behind-the-scenes” workflows as resuable templates to inspire users in our community. We not only build product, we also build world-class content.

The whole film industry will be revolutionized by AI and our goal is to be “the product” that defines this category.",Zoey Zhang,https://x.com/ZoeyZ1004,https://www.ycombinator.com/companies/flick/jobs,,
1766065321-61,https://www.ycombinator.com/companies?batch=Fall%202025&batch=Summer%202025&isHiring=true,Semble AI,Autonomous building-system design for construction companies.,https://www.ycombinator.com/companies/semble-ai,https://www.sembleai.com/,"Semble AI builds AI agents that design building-systems (fire, HVAC, plumbing, security). Construction companies use Semble to cut down weeks on commercial and residential projects. 

The $600B building-system integration industry still runs on spreadsheets and manual drawings, even as building codes rapidly evolve and become more localized. It’s a massive blind spot for the tech world. 

Jonathan and Ethan met studying computer science at Stanford. Jonathan worked at Convergint, one of the world's largest building system integrators, specifically for the purpose of learning how this industry works. Ethan is obsessed for a different reason: His house burned down in 2017 due to a faulty fire system.

They are determined to make Semble the industry standard for construction design.",Jonathan Tyshler,https://www.linkedin.com/in/jonathan-tyshler,https://www.ycombinator.com/companies/semble-ai/jobs,,
1766065321-62,https://www.ycombinator.com/companies?batch=Fall%202025&batch=Summer%202025&isHiring=true,Semble AI,Autonomous building-system design for construction companies.,https://www.ycombinator.com/companies/semble-ai,https://www.sembleai.com/,"Semble AI builds AI agents that design building-systems (fire, HVAC, plumbing, security). Construction companies use Semble to cut down weeks on commercial and residential projects. 

The $600B building-system integration industry still runs on spreadsheets and manual drawings, even as building codes rapidly evolve and become more localized. It’s a massive blind spot for the tech world. 

Jonathan and Ethan met studying computer science at Stanford. Jonathan worked at Convergint, one of the world's largest building system integrators, specifically for the purpose of learning how this industry works. Ethan is obsessed for a different reason: His house burned down in 2017 due to a faulty fire system.

They are determined to make Semble the industry standard for construction design.",Ethan Boyers,https://www.linkedin.com/in/ethan-boyers/,https://www.ycombinator.com/companies/semble-ai/jobs,,
1766065328-63,https://www.ycombinator.com/companies?batch=Fall%202025&batch=Summer%202025&isHiring=true,Sunflower,Building the Sobriety Platform for the future of Superintelligence. 🌻,https://www.ycombinator.com/companies/sunflower,https://sunflowersober.com/,"Sunflower is on a mission to create one trillion days sober. Our product is both a consumer app (think a ""Duolingo for addiction"") but also with a tele-therapy clinic inside. 

Consumer App: 
- We built the #1 AI Sponsor for any kind of addiction
- Beautiful visual progression tracking to power the core ""task to be done"" of addiction
- A twitter style social media for addicts 
- DIY learn content (think Masterclass for addiction) for all major addiction types 
- CBT based journaling exercises 

Tele-Therapy: 
- Think a ""Early Medical Peter Attia"" quality of clinic, but completely focused on addiction 
- Starting with talk therapy in CA & TX we're rolling out to all 50 states + MAT 
- Bringing together the worlds best doctors to create the most effective protocol for addiction 

Sunflower went from 0 - 100k MAU in less than 6 months, and now we're continuing the traction to create the #1 product for addiction for the 1.2B humans on this planet that struggle with this fundamental human problem.",Koby Conrad,https://x.com/kobyjconrad,https://www.ycombinator.com/companies/sunflower/jobs,,
1766065346-64,https://www.ycombinator.com/companies?batch=Fall%202025&batch=Summer%202025&isHiring=true,Bravi,The AI operating system powering home services businesses,https://www.ycombinator.com/companies/bravi,https://www.bravi.app/,"Bravi is building the AI operating system for home-services businesses, using AI-powered customer communication as the wedge.

We replace the front office (calls, chats, follow-ups) with AI agents that never miss a lead, then layer an internal AI copilot that understands products, pricing, and technical documentation.

We started with fenestration (shutters, windows, garage doors), a large, complex vertical with no modern software, before expanding to adjacent trades.

Bravi is already live with leading installers and manufacturers across Europe and the US, turning missed demand into revenue.",Anas Bouassami,https://www.linkedin.com/in/anas-bouassami,https://www.ycombinator.com/companies/bravi/jobs,,
1766065346-65,https://www.ycombinator.com/companies?batch=Fall%202025&batch=Summer%202025&isHiring=true,Bravi,The AI operating system powering home services businesses,https://www.ycombinator.com/companies/bravi,https://www.bravi.app/,"Bravi is building the AI operating system for home-services businesses, using AI-powered customer communication as the wedge.

We replace the front office (calls, chats, follow-ups) with AI agents that never miss a lead, then layer an internal AI copilot that understands products, pricing, and technical documentation.

We started with fenestration (shutters, windows, garage doors), a large, complex vertical with no modern software, before expanding to adjacent trades.

Bravi is already live with leading installers and manufacturers across Europe and the US, turning missed demand into revenue.",Pierre-Habte Nouvellon,https://www.linkedin.com/in/pierre-habte-nouvellon/,https://www.ycombinator.com/companies/bravi/jobs,,
1766065357-66,https://www.ycombinator.com/companies?batch=Fall%202025&batch=Summer%202025&isHiring=true,Leadbay,Discover and qualify SMB leads that couldn't be found before.,https://www.ycombinator.com/companies/leadbay,https://leadbay.ai/,"Leadbay (YC F25) discovers and qualifies SMB leads that couldn't be found before. Small-to-enterprise teams use us to prospect the most low-data-low-signals industries like construction, hospitality, even startups.

Co-founders are Milan Stankovic (CTO) - PhD to make AI work with limited data, and Ludovic Granger (CEO). 

Try us on leadbay.ai.",Ludovic Granger,https://x.com/ludogranger,https://www.ycombinator.com/companies/leadbay/jobs,,
1766065357-67,https://www.ycombinator.com/companies?batch=Fall%202025&batch=Summer%202025&isHiring=true,Leadbay,Discover and qualify SMB leads that couldn't be found before.,https://www.ycombinator.com/companies/leadbay,https://leadbay.ai/,"Leadbay (YC F25) discovers and qualifies SMB leads that couldn't be found before. Small-to-enterprise teams use us to prospect the most low-data-low-signals industries like construction, hospitality, even startups.

Co-founders are Milan Stankovic (CTO) - PhD to make AI work with limited data, and Ludovic Granger (CEO). 

Try us on leadbay.ai.",Milan Stankovic,https://x.com/milstan,https://www.ycombinator.com/companies/leadbay/jobs,,
1766065364-68,https://www.ycombinator.com/companies?batch=Fall%202025&batch=Summer%202025&isHiring=true,Everest,AI employees for outsourced IT,https://www.ycombinator.com/companies/everest,https://everestmanagedai.com/,"Outsourced IT is a $350B industry running on 10-20% margins. We're building AI employees to help them solve support tickets faster and increase margins to 70-80%. 

Yolanda worked as a Senior Support Engineer at Netflix. Her team ran 3x more efficiently than average outsourced IT companies. We're now bringing the automation Netflix has to 150K companies globally.",Yolanda Cao,https://x.com/yolandaaacao,https://www.ycombinator.com/companies/everest/jobs,,
1766065364-69,https://www.ycombinator.com/companies?batch=Fall%202025&batch=Summer%202025&isHiring=true,Everest,AI employees for outsourced IT,https://www.ycombinator.com/companies/everest,https://everestmanagedai.com/,"Outsourced IT is a $350B industry running on 10-20% margins. We're building AI employees to help them solve support tickets faster and increase margins to 70-80%. 

Yolanda worked as a Senior Support Engineer at Netflix. Her team ran 3x more efficiently than average outsourced IT companies. We're now bringing the automation Netflix has to 150K companies globally.",Spencer McKee,https://x.com/spenmcke,https://www.ycombinator.com/companies/everest/jobs,,
1766065368-70,https://www.ycombinator.com/companies?batch=Fall%202025&batch=Summer%202025&isHiring=true,HireGlide,AI screening and matching for hiring teams,https://www.ycombinator.com/companies/hireglide,https://www.hireglide.ai/,"Hireglide is an AI screening tool for hiring teams. Instead of wading through 500 CVs, we screen them and surface the best candidates. In future, with access to millions of CVs, we will match candidates with relevant roles.",Theo Kitsberg,https://www.linkedin.com/in/theokitsberg/,https://www.ycombinator.com/companies/hireglide/jobs,,
1766065368-71,https://www.ycombinator.com/companies?batch=Fall%202025&batch=Summer%202025&isHiring=true,HireGlide,AI screening and matching for hiring teams,https://www.ycombinator.com/companies/hireglide,https://www.hireglide.ai/,"Hireglide is an AI screening tool for hiring teams. Instead of wading through 500 CVs, we screen them and surface the best candidates. In future, with access to millions of CVs, we will match candidates with relevant roles.",Axel La Pira,https://www.linkedin.com/in/axel-la-pira,https://www.ycombinator.com/companies/hireglide/jobs,,
1766065371-72,https://www.ycombinator.com/companies?batch=Fall%202025&batch=Summer%202025&isHiring=true,Kalpa Labs,Scaling Generalist Speech models,https://www.ycombinator.com/companies/kalpa-labs,https://kalpalabs.ai/,"We're building the next frontier of speech models. Generalist speech models that unlock in-context learning & strong instruction following for speech models alongside unifying existing speech capabilities like speech to text, text to speech, voice cloning, etc.",Prashant Shishodia,https://x.com/pshishodiaa,https://www.ycombinator.com/companies/kalpa-labs/jobs,,
1766065371-73,https://www.ycombinator.com/companies?batch=Fall%202025&batch=Summer%202025&isHiring=true,Kalpa Labs,Scaling Generalist Speech models,https://www.ycombinator.com/companies/kalpa-labs,https://kalpalabs.ai/,"We're building the next frontier of speech models. Generalist speech models that unlock in-context learning & strong instruction following for speech models alongside unifying existing speech capabilities like speech to text, text to speech, voice cloning, etc.",Gautam Jha,https://x.com/JhaGauti,https://www.ycombinator.com/companies/kalpa-labs/jobs,,
1766065376-74,https://www.ycombinator.com/companies?batch=Fall%202025&batch=Summer%202025&isHiring=true,Metorial,The infra layer for AI integrations.,https://www.ycombinator.com/companies/metorial,https://metorial.com/,"Metorial is the infra layer for AI integrations. We built the only serverless MCP runtime that can maintain state with sub-second cold starts, built-in security, and monitoring. We make it easy for developers to connect AI agents to apps and data sources at scale.",Karim (Wen) Rahme,https://x.com/wen_rahme,https://www.ycombinator.com/companies/metorial/jobs,,
1766065376-75,https://www.ycombinator.com/companies?batch=Fall%202025&batch=Summer%202025&isHiring=true,Metorial,The infra layer for AI integrations.,https://www.ycombinator.com/companies/metorial,https://metorial.com/,"Metorial is the infra layer for AI integrations. We built the only serverless MCP runtime that can maintain state with sub-second cold starts, built-in security, and monitoring. We make it easy for developers to connect AI agents to apps and data sources at scale.",Tobias Herber,https://x.com/tobiasherber_,https://www.ycombinator.com/companies/metorial/jobs,,
1766065379-76,https://www.ycombinator.com/companies?batch=Fall%202025&batch=Summer%202025&isHiring=true,Karumi,The Waymo of Personalized demos,https://www.ycombinator.com/companies/karumi,https://www.karumi.ai/,"Karumi is an AI agent that joins a live video call with your prospects to deliver personalized product demos, 24/7, in any language.

It bridges the gap between your landing page and your sales team by engaging visitors at the peak of their interest, turning curiosity into conversion. For those not ready to talk to sales but eager to explore, Karumi offers the next generation of interactive, self-guided demos.",Pablo Omenaca,https://x.com/houmland,https://www.ycombinator.com/companies/karumi/jobs,,
